mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_kernel__maxlen	param_kernel__ssk_lambda	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	split5_test_score	split6_test_score	split7_test_score	split8_test_score	split9_test_score	mean_test_score	std_test_score	rank_test_score
1011.3643699645996	12.467247943845692	217.41322972774506	9.888618422469401	4	1.1	{'kernel__maxlen': 4, 'kernel__ssk_lambda': 1.1}	0.9448198198198198	0.8896396396396397	0.8402032601945308	0.8965831481604893	0.8910578197389478	0.8734751880331743	0.9208209661002956	0.833904109589041	0.8037900712978197	0.8935790486186151	0.8787873071192372	0.040108579486916124	11
994.0280949354171	21.887598832845214	219.15336158275605	8.372043274163058	4	1.2	{'kernel__maxlen': 4, 'kernel__ssk_lambda': 1.2}	0.9187187715331981	0.9187187715331981	0.8479240680775757	0.8965831481604893	0.8734751880331743	0.8810537485094523	0.8965831481604893	0.869927303609762	0.8091955106333844	0.8935790486186151	0.8805758706869339	0.0314907070858439	9
1006.8172144651413	15.169019057197595	220.1594538450241	8.726024041310458	4	1.3	{'kernel__maxlen': 4, 'kernel__ssk_lambda': 1.3}	0.9476966276867815	0.8939499439406562	0.8479240680775757	0.9252915127470066	0.8734751880331743	0.9026806245137098	0.8965831481604893	0.8396417942838263	0.7857045399490376	0.8935790486186151	0.8806526496010874	0.04403425391145155	8
983.2945509195328	14.815743701544434	221.66945524215697	9.990329415351557	4	1.4	{'kernel__maxlen': 4, 'kernel__ssk_lambda': 1.4}	0.9476966276867815	0.8939499439406562	0.8479240680775757	0.9252915127470066	0.8734751880331743	0.9026806245137098	0.8965831481604893	0.8396417942838263	0.8166215875957715	0.869927303609762	0.8813791798648755	0.03797058248597733	7
1227.0364250659943	17.92504136834459	275.980472779274	15.02929991420804	5	1.1	{'kernel__maxlen': 5, 'kernel__ssk_lambda': 1.1}	0.9448198198198198	0.9187187715331981	0.8703882184221815	0.867800722458798	0.8910578197389478	0.8734751880331743	0.9208209661002956	0.833904109589041	0.8091955106333844	0.8935790486186151	0.8823760174947456	0.03878041212695336	5
1225.727520918846	14.902530576125367	274.1465066432953	11.936016639222872	5	1.2	{'kernel__maxlen': 5, 'kernel__ssk_lambda': 1.2}	0.9187187715331981	0.9187187715331981	0.8479240680775757	0.8965831481604893	0.867800722458798	0.8513978991790179	0.8965831481604893	0.869927303609762	0.7857045399490376	0.8935790486186151	0.8746937421280181	0.03799996832977359	12
1223.5960145950316	16.899404578560226	278.1972861289978	12.551494262307347	5	1.3	{'kernel__maxlen': 5, 'kernel__ssk_lambda': 1.3}	0.9187187715331981	0.9187187715331981	0.8784464809788255	0.9252915127470066	0.8734751880331743	0.8810537485094523	0.8965831481604893	0.869927303609762	0.7857045399490376	0.8935790486186151	0.8841498513672759	0.03791566476122002	4
1222.7485826730729	18.766465898976953	275.08553137779234	10.652692741296269	5	1.4	{'kernel__maxlen': 5, 'kernel__ssk_lambda': 1.4}	0.9187187715331981	0.9187187715331981	0.8784464809788255	0.9252915127470066	0.8513978991790179	0.9026806245137098	0.8965831481604893	0.869927303609762	0.7857045399490376	0.869927303609762	0.8817396355814007	0.03965324914904375	6
1470.7732079267503	14.157872604035267	328.3264080762863	13.39089301335832	6	1.1	{'kernel__maxlen': 6, 'kernel__ssk_lambda': 1.1}	0.9448198198198198	0.9187187715331981	0.8703882184221815	0.8926027397260274	0.8632801809987058	0.8734751880331743	0.8965831481604893	0.8396417942838263	0.869927303609762	0.8935790486186151	0.88630162132058	0.028401803209783222	1
1393.9138890981674	100.09420291041428	294.8261837482452	48.303353914907134	6	1.2	{'kernel__maxlen': 6, 'kernel__ssk_lambda': 1.2}	0.9448198198198198	0.9187187715331981	0.8479240680775757	0.8965831481604893	0.8926027397260274	0.8734751880331743	0.8965831481604893	0.869927303609762	0.8166215875957715	0.8935790486186151	0.8850834823334923	0.03394889770128569	2
1223.2910975694656	70.97837914406381	223.25256073474884	45.17425628543975	6	1.3	{'kernel__maxlen': 6, 'kernel__ssk_lambda': 1.3}	0.9187187715331981	0.9187187715331981	0.8784464809788255	0.9252915127470066	0.8734751880331743	0.8513978991790179	0.8965831481604893	0.869927303609762	0.8166215875957715	0.8935790486186151	0.8842759711989059	0.032105309323737355	3
1032.661561179161	64.40185532528108	160.5829013824463	11.229960813617799	6	1.4	{'kernel__maxlen': 6, 'kernel__ssk_lambda': 1.4}	0.9187187715331981	0.9187187715331981	0.8784464809788255	0.9252915127470066	0.8513978991790179	0.8810537485094523	0.8965831481604893	0.869927303609762	0.7946515972597328	0.869927303609762	0.8804716537120445	0.03692053107657414	10
